name,min,max,cardinality,num_unique_values
table0.pk,0,999999,-1,-1
table1.pk,0,999999,-1,-1
table1.fk,0,59078,-1,-1
table2.pk,0,999999,-1,-1
table2.fk,0,56502,-1,-1
table3.pk,0,999999,-1,-1
table3.fk,0,58168,-1,-1
table4.pk,0,999999,-1,-1
table4.fk,0,58157,-1,-1
table5.pk,0,999999,-1,-1
table5.fk,0,58083,-1,-1
table6.pk,0,999999,-1,-1
table6.fk,0,58794,-1,-1
table7.pk,0,999999,-1,-1
table7.fk,0,57808,-1,-1
table8.pk,0,999999,-1,-1
table8.fk,0,56983,-1,-1
table9.pk,0,999999,-1,-1
table9.fk,0,58868,-1,-1
